epoch,p_avg,p_min,p_max,ks_p_avg,ks_p_min,ks_p_max
120,0.3592300382109406,1.1605420427617713e-240,0.9999807542762245,0.36365951517900613,3.173498432960743e-06
130,3.78636794785052e-12,0.0,1.9296541707998144e-08,0.0011789677017890528,5.09948196492028e-13
140,4.052785191250192e-05,1.9188190314049614e-254,0.3866073817109638,0.0002005658480708278,4.386429559819246e-19
150,0.31610433490578943,4.003442653321642e-133,0.9999603817641713,0.4209016532797321,7.329271302531258e-08
160,4.4820779180629754e-05,1.1901604750201417e-224,0.10184146689106548,7.75012580941986e-05,2.732634014897246e-22
170,0.004746272693629541,0.0,0.9153417451972273,0.00017043237993118833,3.27842412191623e-22
180,0.000907043768576593,4.548693588578719e-234,0.9868661951146049,0.004078295492229975,3.424465886255679e-15
190,0.0006192933818342695,2.894399733617261e-104,0.42383521254503453,1.2687045799846174e-06,1.3606144356935116e-33
200,0.027004882464527986,2.251024627484796e-193,0.9875608767026316,0.2749809487264573,5.6569607444370914e-12
210,0.23214932551713713,0.0,0.9964292189299402,0.060431005143684956,8.37095496396263e-12
220,3.110188254246567e-05,0.0,0.2522076043126812,0.03646288350422705,3.026280421310698e-11
230,0.12467665316929165,1.3987662286927221e-190,0.9996136879108914,0.11123526114703075,5.838686749982086e-11
240,7.566813668013521e-05,1.3843878786084186e-223,0.10110887034238805,0.05091702987175625,2.610771198055788e-10
250,0.38756357766406907,4.5320651196488976e-271,0.9999439343971096,0.29055136928709696,6.513600704869395e-08
260,0.0005644623003243549,0.0,0.5488982833534491,0.00029731843016441546,1.2174061716763001e-23
270,3.3214680283655275e-13,1.0231058326428792e-158,2.7172478415290994e-09,0.01723557873781561,2.3326923046949953e-09
280,0.03746176238264768,7.0518356006448e-213,0.9984627418700301,0.34307087837433825,1.1821516586542233e-08
290,0.30861531936209596,5.004708223877099e-180,0.9997338908747201,0.1659575193184811,4.0749969242342546e-13
300,0.3166169311557381,4.292479856559337e-213,0.9999329076892578,0.140744400741505,1.94904379926461e-09
